,height,weight,url,name,firstyear,lastyear,primary_pos
381,6-01,215,player.php?p=andresh01,Shane Andrews,1995,2002,LF
382,5-11,178,player.php?p=andrest01,Stan Andrews,1939,1945,C
383,6-03,170,player.php?p=andrewa01,Wally Andrews,1884,1888,LF
384,6-03,225,player.php?p=andrima01,Matt Andriese,2015,2018,P
385,6-00,185,player.php?p=andrubi01,Bill Andrus,1931,1937,3B
386,6-00,200,player.php?p=andruel01,Elvis Andrus,2009,2018,SS
387,6-02,185,player.php?p=andrufr01,Fred Andrus,1884,1884,P
388,5-06½,155,player.php?p=andruwi01,Wiman Andrus,1885,1885,3B
389,6-00,180,player.php?p=andujjo01,Joaquin Andujar,1976,1988,P
390,6-02,175,player.php?p=andujlu01,Luis Andujar,1995,1998,P
391,6-00,215,player.php?p=andujmi01,Miguel Andujar,2017,2018,3B
392,5-11,175,player.php?p=angelno01,Norm Angelini,1972,1973,P
393,5-09,185,player.php?p=anglema01,Matt Angle,2011,2011,RF
394,5-08,190,player.php?p=angleto01,Tom Angley,1929,1929,C
395,5-04,125,player.php?p=ankenpa01,Pat Ankenman,1936,1944,SS
396,6-01,210,player.php?p=ankieri01,Rick Ankiel,1999,2013,LF
397,5-11,180,player.php?p=annade01,Dean Anna,2014,2015,P
398,5-07,150,player.php?p=annisbi01,Bill Annis,1884,1884,OF
399,6-00,227,player.php?p=ansonca01,Cap Anson,1883,1897,RF
400,6-02,195,player.php?p=anthoer01,Eric Anthony,1989,1997,1B
401,6-00,185,player.php?p=antoljo01,Joe Antolick,1944,1944,C
402,6-02,230,player.php?p=antoldu01,Dustin Antolin,2016,2016,P
403,5-10½,165,player.php?p=antonjo01,John Antonelli,1944,1945,SS
404,6-00,190,player.php?p=antonjo02,Johnny Antonelli,1948,1961,P
405,6-00,200,player.php?p=antonma01,Matt Antonelli,2008,2008,2B
406,5-11,185,player.php?p=antonbi01,Bill Antonello,1953,1953,CF
407,5-09,180,player.php?p=aokino01,Norichika Aoki,2017,2017,P
408,5-09,160,player.php?p=aparilu01,Luis Aparicio,1956,1973,SS
409,5-11,170,player.php?p=apodabo01,Bob Apodaca,1973,1977,P
410,6-00,185,player.php?p=apontlu01,Luis Aponte,1980,1984,P
411,6-02,195,player.php?p=appieke01,Kevin Appier,1989,2004,P
412,6-02,180,player.php?p=applefr01,Fred Applegate,1904,1904,P
413,6-00½,173,player.php?p=appleed01,Ed Appleton,1915,1916,P
414,5-11,180,player.php?p=applepe01,Pete Appleton,1927,1945,RF
415,5-10,183,player.php?p=applilu01,Luke Appling,1930,1950,1B
416,6-01,190,player.php?p=aquingr01,Greg Aquino,2004,2009,P
417,6-01,225,player.php?p=aquinja01,Jayson Aquino,2016,2017,P
418,6-01,195,player.php?p=aquinlu01,Luis Aquino,1986,1995,P
419,5-05,150,player.php?p=aragoan01,Angel Aragon,1914,1917,RF
420,5-10,176,player.php?p=aragoja01,Jack Aragon,1941,1941,RF
421,6-02,200,player.php?p=aranovi01,Victor Arano,2017,2018,P
422,6-06,275,player.php?p=araujel01,Elvis Araujo,2015,2016,P
423,6-03,215,player.php?p=araujpe01,Pedro Araujo,2018,2018,P
424,5-08,153,player.php?p=archdma01,Maurice Archdeacon,1923,1925,RF
425,6-02,195,player.php?p=archech01,Chris Archer,2012,2018,P
426,6-00,193,player.php?p=archefr01,Fred Archer,1936,1937,P
427,6-00,190,player.php?p=archeji02,Jim Archer,1961,1962,P
428,5-10,168,player.php?p=archeji01,Jimmy Archer,1904,1918,LF
429,6-00,170,player.php?p=archige01,George Archie,1938,1946,1B
430,6-03,170,player.php?p=arciajo01,Jose Arcia,1968,1970,1B
431,6-00,165,player.php?p=arciaor01,Orlando Arcia,2016,2018,SS
432,6-00,225,player.php?p=arciaos01,Oswaldo Arcia,2013,2016,LF
433,6-02,190,player.php?p=ardelda01,Dan Ardell,1961,1961,1B
434,5-11,180,player.php?p=ardizru01,Rugger Ardizoia,1947,1947,P
435,Unknown,160,player.php?p=ardnejo01,Joe Ardner,1884,1890,3B
436,6-00,218,player.php?p=ardoida01,Danny Ardoin,2000,2008,C
437,6-00,180,player.php?p=arellfr01,Frank Arellanes,1908,1910,P
438,6-02,205,player.php?p=arenano01,Nolan Arenado,2013,2018,3B
439,6-00,205,player.php?p=arencj01,J.P. Arencibia,2014,2015,P
440,5-10½,190,player.php?p=arftha01,Hank Arft,1948,1952,1B
441,5-11,180,player.php?p=ariasal02,Alberto Arias,2007,2009,P
442,6-03,185,player.php?p=ariasal01,Alex Arias,1992,2002,1B
443,5-11,190,player.php?p=ariasge01,George Arias,1996,1999,1B
444,6-01,165,player.php?p=ariasjo01,Joaquin Arias,2006,2015,LF
445,5-10,165,player.php?p=ariasru01,Rudy Arias,1959,1959,P
446,6-02,210,player.php?p=arletbu01,Buzz Arlett,1931,1931,1B
447,6-02,185,player.php?p=arlicdo01,Don Arlich,1965,1966,P
448,6-03½,195,player.php?p=arlinst01,Steve Arlin,1969,1974,P
449,6-05,195,player.php?p=armasma01,Marcos Armas,1993,1993,RF
450,6-01,200,player.php?p=armasto01,Tony Armas,1976,1989,1B
451,6-04,205,player.php?p=armasto02,"Tony Armas, Jr.",1999,2008,P
452,5-11,160,player.php?p=armbred01,Ed Armbrister,1973,1977,CF
453,5-10,195,player.php?p=armbror01,Orville Armbrust,1934,1934,P
454,5-09,180,player.php?p=armbrch01,Charlie Armbruster,1905,1907,1B
455,5-10,190,player.php?p=armbrha01,Harry Armbruster,1906,1906,OF
456,5-10,190,player.php?p=armstge01,George Armstrong,1946,1946,C
457,5-09,165,player.php?p=armstho01,Howard Armstrong,1911,1911,P
458,6-05,215,player.php?p=armstja01,Jack Armstrong,1988,1994,P
459,6-03,206,player.php?p=armstmi01,Mike Armstrong,1980,1987,P
460,6-02,225,player.php?p=armstsh01,Shawn Armstrong,2015,2017,P
461,Unknown,165,player.php?p=arndtha01,Harry Arndt,1902,1907,1B
462,6-01,195,player.php?p=arndtla01,Larry Arndt,1989,1989,1B
463,5-10,160,player.php?p=arnolch01,Chris Arnold,1971,1976,RF
464,6-02,188,player.php?p=arnolja01,Jamie Arnold,1999,2000,P
465,6-02,210,player.php?p=arnolsc01,Scott Arnold,1988,1988,P
466,5-11,170,player.php?p=arnolto01,Tony Arnold,1986,1987,P
467,5-10,168,player.php?p=arnovmo01,Morrie Arnovich,1936,1946,RF
468,6-04,215,player.php?p=arnsbbr01,Brad Arnsberg,1986,1992,P
469,6-01,200,player.php?p=arntzor01,Orie Arntzen,1943,1943,P
470,6-00,235,player.php?p=arojo01,Jonathan Aro,2015,2016,P
471,6-00,180,player.php?p=arochre01,Rene Arocha,1993,1997,P
472,6-00,190,player.php?p=arredjo01,Jose Arredondo,2008,2012,P
473,6-04,225,player.php?p=arrieja01,Jake Arrieta,2010,2018,P
474,6-01,195,player.php?p=arrigge01,Gerry Arrigo,1961,1970,P
475,6-04,240,player.php?p=arrojro01,Rolando Arrojo,1998,2002,P
476,6-04,190,player.php?p=arroybr01,Bronson Arroyo,2000,2017,P
477,6-01,180,player.php?p=arroych01,Christian Arroyo,2017,2018,2B
478,6-03,195,player.php?p=arroyfe01,Fernando Arroyo,1975,1986,P
479,5-08,190,player.php?p=arroylu01,Luis Arroyo,1955,1963,P
480,6-02,195,player.php?p=arroyru01,Rudy Arroyo,1971,1971,P
481,6-00,200,player.php?p=arrueer01,Erisbel Arruebarrena,2014,2014,SS
482,5-06,145,player.php?p=arundha01,Harry Arundel,1882,1884,SS
483,5-10,175,player.php?p=arundtu01,Tug Arundel,1882,1888,1B
484,6-01,185,player.php?p=asadora01,Randy Asadoor,1986,1986,2B
485,6-00,195,player.php?p=asbelji01,Jim Asbell,1938,1938,RF
486,6-01,196,player.php?p=asbjoca01,Casper Asbjornson,1928,1932,C
487,6-00,170,player.php?p=ascanjo01,Jose Ascanio,2007,2011,P
488,6-01,205,player.php?p=ascheco01,Cody Asche,2013,2017,1B
489,6-02,180,player.php?p=asencja01,Jairo Asencio,2009,2013,P
490,6-02,190,player.php?p=asencmi01,Miguel Asencio,2002,2006,P
491,5-11,165,player.php?p=ashke01,Ken Ash,1925,1930,LF
492,5-10,170,player.php?p=ashburi01,Richie Ashburn,1948,1962,2B
493,6-02,190,player.php?p=ashbyal01,Alan Ashby,1973,1989,3B
494,6-01,195,player.php?p=ashbyan01,Andy Ashby,1991,2004,P
495,6-04,240,player.php?p=asheral01,Alec Asher,2015,2018,P
496,6-01,195,player.php?p=ashfotu01,Tucker Ashford,1976,1984,C
497,6-07,227,player.php?p=ashlebi01,Billy Ashley,1992,1998,1B
498,6-01,245,player.php?p=ashlene01,Nevin Ashley,2015,2015,C
499,5-11½,Unknown,player.php?p=asmusto01,Tom Asmussen,1907,1907,C
500,6-02,185,player.php?p=asprobo01,Bob Aspromonte,1956,1971,RF
501,6-00,180,player.php?p=asproke01,Ken Aspromonte,1957,1963,LF
502,6-01,175,player.php?p=asselbr01,Brian Asselstine,1976,1981,LF
503,6-03,200,player.php?p=assenpa01,Paul Assenmacher,1986,1999,P
504,6-03,200,player.php?p=astacez01,Ezequiel Astacio,2005,2006,P
505,6-02,190,player.php?p=astacpe01,Pedro Astacio,1992,2006,P
506,6-01,225,player.php?p=astinba01,Barrett Astin,2017,2017,P
507,5-09,187,player.php?p=astrojo01,Joe Astroth,1945,1956,C
508,5-09,225,player.php?p=astudwi01,Willians Astudillo,2018,2018,LF
509,5-09,158,player.php?p=asuajca01,Carlos Asuaje,2016,2018,1B
510,6-02,200,player.php?p=atchisc01,Scott Atchison,2004,2015,P
511,6-03,215,player.php?p=atchlju01,Justin Atchley,2001,2001,P
512,5-10,160,player.php?p=atherch01,Charlie Atherton,1899,1899,RF
513,6-04,200,player.php?p=atherke01,Keith Atherton,1983,1989,P
514,6-02,220,player.php?p=atilalu01,Luis Atilano,2010,2010,P
515,6-03,210,player.php?p=atkinga01,Garrett Atkins,2003,2010,2B
516,6-03,205,player.php?p=atkinja01,James Atkins,1950,1952,P
517,6-03,230,player.php?p=atkinmi01,Mitch Atkins,2009,2011,P
518,5-10½,165,player.php?p=atkinto01,Tommy Atkins,1909,1910,P
519,5-11½,165,player.php?p=atkinal01,Al Atkinson,1884,1887,OF
520,5-07,165,player.php?p=atkinbi01,Bill Atkinson,1976,1979,P
521,5-08,167,player.php?p=adkinhe01,Harry Atkinson,1895,1895,LF
522,5-06½,149,player.php?p=atkinle01,Lefty Atkinson,1927,1927,LF
523,6-00,160,player.php?p=attredi01,Dick Attreau,1926,1927,1B
524,5-09½,185,player.php?p=atwelto01,Toby Atwell,1952,1956,C
525,5-11½,190,player.php?p=atwoobi01,Bill Atwood,1936,1940,C
526,5-09,150,player.php?p=atzja01,Jake Atz,1902,1909,CF
527,5-07,130,player.php?p=aubreha01,Harry Aubrey,1903,1903,2B
528,6-00,195,player.php?p=aubremi01,Michael Aubrey,2008,2009,1B
529,6-07,235,player.php?p=aucoide01,Derek Aucoin,1996,1996,P
530,6-05,180,player.php?p=auderi01,Rich Aude,1993,1996,LF
531,6-00,165,player.php?p=auerbri01,Rick Auerbach,1971,1981,3B
532,6-06,230,player.php?p=augenbr01,Bryan Augenstein,2009,2011,P
533,6-03,190,player.php?p=augusdo01,Don August,1988,1991,P
534,6-02,174,player.php?p=augusda01,Dave Augustine,1973,1974,RF
535,6-00,185,player.php?p=augusje01,Jerry Augustine,1975,1984,P
536,6-02,194,player.php?p=aukerel01,Elden Auker,1933,1942,P
537,6-02,185,player.php?p=auldsle01,Leslie Aulds,1947,1947,C
538,6-03,200,player.php?p=aultdo01,Doug Ault,1976,1980,RF
539,6-07,260,player.php?p=aumonph01,Phillippe Aumont,2012,2015,P
540,6-01,200,player.php?p=aurilri01,Rich Aurilia,1995,2009,2B
541,6-01,205,player.php?p=ausanjo01,Joe Ausanio,1994,1995,P
542,5-11,190,player.php?p=ausmubr01,Brad Ausmus,1993,2010,SS
543,5-11,180,player.php?p=austde01,Dennis Aust,1965,1966,P
544,6-00,185,player.php?p=austije01,Jeff Austin,2001,2003,P
545,6-02,200,player.php?p=austiji02,Jim Austin,1991,1993,P
546,5-08,155,player.php?p=austiji01,Jimmy Austin,1909,1929,RF
547,6-04,190,player.php?p=austiri01,Rick Austin,1970,1976,P
548,6-02,220,player.php?p=austity01,Tyler Austin,2016,2018,LF
549,6-05,225,player.php?p=autryal01,Al Autry,1976,1976,P
550,5-11,168,player.php?p=autrych01,Chick Autry,1907,1909,OF
551,6-00,180,player.php?p=autrych02,Chick Autry,1924,1930,C
552,5-09,180,player.php?p=avenbr01,Bruce Aven,1997,2002,CF
553,5-09½,172,player.php?p=averiea01,Earl Averill,1929,1941,RF
554,5-10,190,player.php?p=averiea02,Earl Averill,1956,1963,1B
555,6-04,205,player.php?p=averyst01,Steve Avery,1990,2003,P
556,6-00,190,player.php?p=averyxa01,Xavier Avery,2012,2012,CF
557,5-11,210,player.php?p=avilaal01,Alex Avila,2018,2018,3B
558,5-10,175,player.php?p=avilabo01,Bobby Avila,1949,1959,LF
559,6-02,220,player.php?p=avilalu01,Luis Avilan,2012,2018,P
560,5-10,205,player.php?p=avilemi01,Mike Aviles,2008,2017,1B
561,5-09,155,player.php?p=avilera01,Ramon Aviles,1977,1981,3B
562,6-01½,175,player.php?p=avreaja01,Jay Avrea,1950,1950,P
563,6-00,185,player.php?p=axelrdy01,Dylan Axelrod,2011,2015,P
564,6-05,220,player.php?p=axforjo01,John Axford,2009,2018,P
565,6-01,185,player.php?p=ayalabe01,Benny Ayala,1974,1985,1B
566,6-03,200,player.php?p=ayalabo01,Bobby Ayala,1992,1999,P
567,6-02,175,player.php?p=ayalalu01,Luis Ayala,2003,2013,P
568,5-10,195,player.php?p=aybarer01,Erick Aybar,2017,2017,RF
569,6-01,165,player.php?p=aybarma01,Manny Aybar,1997,2005,P
570,6-00,175,player.php?p=aybarwi01,Willy Aybar,2005,2010,SS
571,6-00,180,player.php?p=aydelja01,Jake Aydelott,1884,1886,CF
572,6-03,185,player.php?p=ayersbi01,Bill Ayers,1947,1947,P
573,6-01,185,player.php?p=ayersdo01,Doc Ayers,1913,1921,P
574,6-00,190,player.php?p=aylwadi01,Dick Aylward,1953,1953,C
575,6-04,230,player.php?p=ayraubo01,Bob Ayrault,1992,1993,P
576,6-03,190,player.php?p=ayraujo01,Joe Ayrault,1996,1996,C
577,6-00,200,player.php?p=azcuejo01,Joe Azcue,1960,1972,C
578,6-01,170,player.php?p=azocaos01,Oscar Azocar,1990,1992,1B
579,5-10,165,player.php?p=babbch01,Charlie Babb,1903,1905,2B
580,6-05,210,player.php?p=babcobo01,Bob Babcock,1979,1981,P
581,5-10,180,player.php?p=babelo01,Loren Babe,1952,1953,SS
582,6-01½,185,player.php?p=babicjo01,Johnny Babich,1934,1941,P
583,6-00,170,player.php?p=babinch01,Charlie Babington,1915,1915,1B
584,5-08,174,player.php?p=babitsh01,Shooty Babitt,1981,1981,2B
585,6-00,185,player.php?p=backebr01,Brandon Backe,2002,2009,P
586,6-00½,195,player.php?p=backmle01,Les Backman,1909,1910,P
587,5-09,160,player.php?p=backmwa01,Wally Backman,1980,1993,SS
588,5-08,158,player.php?p=baconed01,Eddie Bacon,1917,1917,P
589,6-01,185,player.php?p=bacsimi01,Mike Bacsik,1975,1980,P
590,6-03,190,player.php?p=bacsimi02,Mike Bacsik,2001,2007,P
591,6-02½,185,player.php?p=baczefr01,Fred Baczewski,1953,1955,P
592,6-05,210,player.php?p=badenbu01,Burke Badenhop,2008,2015,P
593,5-09,160,player.php?p=baderar01,Art Bader,1904,1904,LF
594,6-00,195,player.php?p=baderha01,Harrison Bader,2017,2018,LF
595,6-00,175,player.php?p=baderlo01,Lore Bader,1912,1918,P
596,6-00,190,player.php?p=badgrre01,Red Badgro,1929,1930,LF
597,6-03,195,player.php?p=baeched01,Ed Baecht,1926,1937,P
598,6-04,190,player.php?p=baekch01,Cha Seung Baek,2004,2008,P
599,5-11,215,player.php?p=baergca01,Carlos Baerga,1990,2005,SS
600,6-00,160,player.php?p=baezbe01,Benito Baez,2001,2001,P
601,6-03,225,player.php?p=baezda01,Danys Baez,2001,2011,P
602,6-00,190,player.php?p=baezja01,Javier Baez,2014,2018,RF
603,5-08,160,player.php?p=baezjo01,Jose Baez,1977,1978,3B
604,6-00,160,player.php?p=baezke01,Kevin Baez,1990,1993,SS
605,6-00,230,player.php?p=baezpe01,Pedro Baez,2014,2018,P
606,6-02,180,player.php?p=baezsa01,Sandy Baez,2018,2018,P
607,6-00,170,player.php?p=bagbyji01,Jim Bagby,1912,1923,P
608,6-02,170,player.php?p=bagbyji02,Jim Bagby,1938,1947,LF
609,5-08½,173,player.php?p=begleed01,Ed Bagley,1884,1885,OF
610,Unknown,Unknown,player.php?p=beglege01,Gene Bagley,1886,1886,RF
611,6-01,175,player.php?p=bagwebi01,Bill Bagwell,1923,1925,LF
612,6-00,215,player.php?p=bagweje01,Jeff Bagwell,1991,2005,RF
613,6-02,203,player.php?p=bahnsst01,Stan Bahnsen,1966,1982,P
614,6-01½,172,player.php?p=bahred01,Ed Bahr,1946,1947,P
615,6-01,184,player.php?p=bahrefr01,Frank Bahret,1884,1884,OF
616,5-09,165,player.php?p=baichgr01,Grover Baichley,1914,1914,P
617,6-02,184,player.php?p=bailesc01,Scott Bailes,1986,1998,P
618,6-03,240,player.php?p=bailean01,Andrew Bailey,2009,2017,P
619,5-11,165,player.php?p=bailebi01,Bill Bailey,1907,1922,RF
620,5-10½,170,player.php?p=bailebi02,Bill Bailey,1911,1911,3B
621,6-00,188,player.php?p=bailebo01,Bob Bailey,1962,1978,RF
622,6-01,202,player.php?p=baileco01,Cory Bailey,1993,2002,P
623,6-02,205,player.php?p=baileed01,Ed Bailey,1953,1966,LF
624,5-11,150,player.php?p=bailefr01,Fred Bailey,1916,1918,LF
625,5-08,160,player.php?p=bailege01,Gene Bailey,1917,1924,1B
626,6-00,160,player.php?p=baileha01,Harvey Bailey,1899,1900,P
627,6-04,223,player.php?p=baileho02,Homer Bailey,2007,2018,P
628,6-00,195,player.php?p=baileho01,Howard Bailey,1981,1983,P
629,6-02,200,player.php?p=baileje01,Jeff Bailey,2007,2009,RF
630,6-02½,210,player.php?p=baileji01,Jim Bailey,1959,1959,P
631,6-00,185,player.php?p=baileki01,King Bailey,1895,1895,P
632,6-05,195,player.php?p=bailema01,Mark Bailey,1984,1992,1B
633,6-01,180,player.php?p=bailero01,Roger Bailey,1995,1997,P
634,6-01,194,player.php?p=bailest01,Steve Bailey,1967,1968,P
635,6-00,184,player.php?p=bailesw01,Sweetbreads Bailey,1919,1921,P
636,5-11,170,player.php?p=bailobo01,Bob Bailor,1980,1985,P
637,6-00,190,player.php?p=bainlo01,Loren Bain,1945,1945,P
638,6-02,215,player.php?p=baineha01,Harold Baines,1980,2001,LF
639,6-00,180,player.php?p=bairdo01,Doug Bair,1976,1990,P
640,5-09,160,player.php?p=bairdal01,Al Baird,1917,1919,3B
641,6-04,195,player.php?p=bairdbo01,Bob Baird,1962,1963,P
642,5-09½,148,player.php?p=bairddo01,Doug Baird,1915,1920,SS
643,6-03,210,player.php?p=baislje01,Jeff Baisley,2008,2008,1B
644,6-01,190,player.php?p=bajenje01,Jeff Bajenaru,2004,2006,P
645,5-10,168,player.php?p=bakenda01,Dave Bakenhaster,1964,1964,P
646,5-11,170,player.php?p=bakeral01,Al Baker,1938,1938,P
647,6-00,200,player.php?p=bakerbi01,Bill Baker,1940,1949,1B
648,5-09,181,player.php?p=bakerbo01,Bock Baker,1901,1901,P
649,5-04,140,player.php?p=bakerch01,Charlie Baker,1884,1884,2B
650,5-11,180,player.php?p=bakerch02,Chuck Baker,1978,1981,3B
651,6-00,185,player.php?p=bakerda01,Dave Baker,1982,1982,3B
652,5-11½,176,player.php?p=bakerde01,Del Baker,1914,1916,C
653,5-09,165,player.php?p=bakerdo01,Doug Baker,1984,1990,3B
654,6-02,187,player.php?p=bakerdu01,Dusty Baker,1968,1986,1B
655,5-10,160,player.php?p=bakerer01,Ernie Baker,1905,1905,P
656,5-09,160,player.php?p=bakerfl01,Floyd Baker,1943,1955,LF
657,5-11,173,player.php?p=bakerfr01,Frank Baker,1908,1922,3B
658,5-10,180,player.php?p=bakerfr02,Frank Baker,1969,1971,CF
659,6-02,178,player.php?p=bakerfr03,Frank Baker,1970,1974,1B
660,6-01,170,player.php?p=bakerge02,Gene Baker,1953,1961,SS
661,5-11,162,player.php?p=bakerge01,George Baker,1883,1886,RF
662,5-11,175,player.php?p=bakerho01,Howard Baker,1912,1915,3B
663,6-05,225,player.php?p=bakerja01,Jack Baker,1976,1977,1B
664,6-02,220,player.php?p=bakerje03,Jeff Baker,2005,2015,LF
665,5-11,188,player.php?p=bakerje01,Jesse Baker,1911,1911,P
666,5-04,140,player.php?p=bakerje02,Jesse Baker,1919,1919,SS
667,6-01,215,player.php?p=bakerjo01,John Baker,2014,2014,P
668,5-09,160,player.php?p=bakerki01,Kirtley Baker,1890,1899,RF
669,6-01,175,player.php?p=bakerne01,Neal Baker,1927,1927,P
670,Unknown,Unknown,player.php?p=bakerno01,Norm Baker,1883,1890,OF
671,5-08,152,player.php?p=bakerph01,Phil Baker,1883,1886,SS
672,6-02,175,player.php?p=bakersc01,Scott Baker,1995,1995,P
673,6-04,215,player.php?p=bakersc02,Scott Baker,2005,2015,P
674,6-00,185,player.php?p=bakerst01,Steve Baker,1978,1983,P
675,6-01½,180,player.php?p=bakerto01,Tom Baker,1935,1938,RF
676,6-00,195,player.php?p=bakerto02,Tom Baker,1963,1963,P
677,6-01,180,player.php?p=bakertr01,Tracy Baker,1911,1911,1B
678,5-08,170,player.php?p=bakelje01,Jersey Bakley,1883,1891,CF
679,6-03,210,player.php?p=bakopa01,Paul Bako,1998,2009,1B
680,6-00,195,player.php?p=balasmi01,Mike Balas,1938,1938,P
681,6-03,180,player.php?p=balazjo01,John Balaz,1974,1975,RF
682,6-03,225,player.php?p=balbost01,Steve Balboni,1981,1993,1B
683,5-07,160,player.php?p=balcebo01,Bobby Balcena,1956,1956,LF
684,6-04,200,player.php?p=baldero01,Rocco Baldelli,2003,2010,3B
685,6-00,190,player.php?p=baldsja01,Jack Baldschun,1961,1970,P
686,6-00,175,player.php?p=baldwbi01,Billy Baldwin,1975,1976,LF
687,6-02,200,player.php?p=baldwda01,Dave Baldwin,1966,1973,P
688,5-11,195,player.php?p=baldwfr01,Frank Baldwin,1953,1953,C
689,5-11,160,player.php?p=baldwha01,Harry Baldwin,1924,1925,P
690,5-11,180,player.php?p=baldwhe01,Henry Baldwin,1927,1927,3B
691,6-03,210,player.php?p=baldwja01,James Baldwin,1995,2005,P
692,6-01,180,player.php?p=baldwje01,Jeff Baldwin,1990,1990,RF
693,5-06,147,player.php?p=baldwki01,Kid Baldwin,1885,1890,LF
694,5-11,160,player.php?p=baldwla01,Lady Baldwin,1884,1890,LF
695,6-00,190,player.php?p=baldwma01,Mark Baldwin,1887,1893,1B
696,Unknown,185,player.php?p=baldwo01,O.F. Baldwin,1908,1908,P
697,6-01,195,player.php?p=baldwre01,Reggie Baldwin,1978,1979,1B
698,6-03,180,player.php?p=baldwri01,Rick Baldwin,1975,1977,P
699,6-04,205,player.php?p=balejo01,John Bale,1999,2009,P
700,5-11,175,player.php?p=balenmi01,Mike Balenti,1911,1913,CF
701,6-02,190,player.php?p=balenwl01,Wladimir Balentien,2007,2009,CF
702,5-10½,165,player.php?p=balesle01,Lee Bales,1966,1967,LF
703,6-05,190,player.php?p=balesco01,Collin Balester,2008,2015,P
704,6-02,200,player.php?p=balfogr01,Grant Balfour,2001,2015,P
705,Unknown,168,player.php?p=ballar01,Art Ball,1894,1898,CF
706,5-10,185,player.php?p=ballje01,Jeff Ball,1998,1998,1B
707,5-11,175,player.php?p=ballji01,Jim Ball,1907,1908,C
708,5-07,145,player.php?p=ballne01,Neal Ball,1907,1913,OF
709,6-02,198,player.php?p=ballaje01,Jeff Ballard,1987,1994,P
710,5-11,160,player.php?p=ballepe01,Pelham Ballenger,1928,1928,3B
711,6-07,225,player.php?p=balleja01,Jay Baller,1982,1992,P
712,6-06,205,player.php?p=ballima01,Mark Ballinger,1971,1971,P
713,5-10½,170,player.php?p=ballowi01,Win Ballou,1925,1929,P
714,6-02,185,player.php?p=balsato01,Tony Balsamo,1962,1962,P
715,6-00,175,player.php?p=bambege01,George Bamberger,1951,1959,P
716,6-00,173,player.php?p=bambeha01,Hal Bamberger,1948,1948,CF
717,5-09½,160,player.php?p=bancrda01,Dave Bancroft,1915,1930,LF
718,6-02,190,player.php?p=bandaan01,Anthony Banda,2017,2018,P
719,6-00,195,player.php?p=bandoch01,Chris Bando,1981,1989,1B
720,6-00,205,player.php?p=bandosa01,Sal Bando,1979,1981,LF
721,6-04,235,player.php?p=bandyje01,Jett Bandy,2015,2018,C
722,5-09,160,player.php?p=baneed01,Eddie Bane,1973,1976,P
723,6-00,185,player.php?p=baneydi01,Dick Baney,1969,1974,P
724,6-02,200,player.php?p=banisje01,Jeff Banister,1991,1991,P
725,6-01,184,player.php?p=bankhda01,Dan Bankhead,1947,1951,P
726,5-10,185,player.php?p=bankhsc01,Scott Bankhead,1986,1995,P
727,6-03,200,player.php?p=banksbr01,Brian Banks,1996,2003,3B
728,6-01,180,player.php?p=bankser01,Ernie Banks,1953,1971,LF
729,5-11,185,player.php?p=banksge01,George Banks,1962,1966,2B
730,6-03,195,player.php?p=banksjo01,Josh Banks,2007,2010,P
